id,traditional,simplified,pinyin,meaning,LEVEL
11523,泄氣,泄气,xièqì,"to leak (gas), to be discouraged, to despair, (disparaging) pathetic, to vent one's anger, (of a tire) to be flat",7
11524,泄漏,泄漏,xièlòu,"(of a liquid or gas) to leak, to divulge (a secret), to leak",7
11525,瀉,泻,xiè,"to flow out swiftly, to flood, a torrent, diarrhea, laxative",7
11526,心愛,心爱,xīnài,"love, treasure",7
11527,心安理得,心安理得,xīnān-lǐdé,"to have a clear conscience, to have no qualms about sth",7
11528,心病,心病,xīnbìng,"anxiety, sore point, secret worry, mental disorder, heart disease (medicine)",7
11529,心腸,心肠,xīncháng,"heart, intention, one's inclination, state of mind, to have the heart for sth, mood",7
11530,卸,卸,xiè,"to unload, to unhitch, to remove or strip, to get rid of",7
11531,心得,心得,xīndé,"what one has learned from work/study/etc., study, what one has learned from work, insight, acquaintanceship, what one has learned from study/etc., etc., what one has learned from work, study, etc.",7
11532,心急如焚,心急如焚,xīnjí-rúfén,Anxious,7
11533,心慌,心慌,xīn huāng,"to be flustered, (dialect) irregular heart-beat",7
11534,心裡話,心里话,xīnlihuà,"(to express one's) true feelings, what is on one's mind, secret mind",7
11535,心靈手巧,心灵手巧,xīnlíngshǒuqiǎo,"capable, clever, dexterous",7
11536,心目,心目,xīnmù,"mind, view",7
11537,心聲,心声,xīnshēng,"heartfelt wish, aspiration, thinking",7
11538,心思,心思,xīnsi,"thought, idea, thinking, state of mind, mood",7
11539,心事,心事,xīnshi,"weight on one's mind, worry",7
11540,心酸,心酸,xīn suān,to feel sad,7
11541,心胸,心胸,xīnxiōng,breadth of mind,7
11542,心想事成,心想事成,xīnxiǎng-shìchéng,"to have one's wishes come true, wish you the best!",7
11543,心眼兒,心眼儿,xīnyǎnr5,"one's thoughts, mind, intention, willingness to accept new ideas, baseless suspicions",7
11544,心血,心血,xīnxuè,painstaking care/effort,7
11545,心意,心意,xīnyì,"regard, kindly feeling, intention, purpose",7
11546,芯片,芯片,xīnpiàn,"computer chip, microchip",7
11547,辛酸,辛酸,xīnsuān,"pungent (taste), bitter, fig. sad, miserable",7
11548,欣慰,欣慰,xīnwèi,"delighted, be gratified",7
11549,辛勤,辛勤,xīnqín,"hardworking, industrious",7
11550,欣欣向榮,欣欣向荣,xīnxīn-xiàngróng,"luxuriant growth (idiom), flourishing, thriving",7
11551,新潮,新潮,xīncháo,"modern, fashionable",7
11552,欣喜,欣喜,xīnxǐ,happy,7
11553,新陳代謝,新陈代谢,xīnchén-dàixiè,"metabolism (biology), the new replaces the old (idiom)",7
11554,新款,新款,xīnkuǎn,"new style, latest fashion, new model",7
11555,新房,新房,xīnfáng,"brand new house, bridal chamber",7
11556,新奇,新奇,xīnqí,"novelty, new and odd",7
11557,新生,新生,xīnshēng,new student,7
11558,新手,新手,xīnshǒu,"new hand, novice, raw recruit",7
11559,新穎,新颖,xīnyǐng,"new and original, novel",7
11560,新式,新式,xīnshì,"new style, latest type",7
11561,信貸,信贷,xìndài,"credit, borrowed money",7
11562,信件,信件,xìnjiàn,letter (sent by mail),7
11563,信譽,信誉,xìnyù,"prestige, distinction, reputation, trust",7
11564,信賴,信赖,xìnlài,"trust, count on, have faith in",7
11565,興建,兴建,xīngjiàn,"build, construct",7
11566,興奮劑,兴奋剂,xīngfènjì,"stimulant, doping (in athletics)",7
11567,興起,兴起,xīngqǐ,"rise, spring up, be on the upgrade",7
11568,猩猩,猩猩,xīngxing,orangutan,7
11569,星座,星座,xīngzuò,"constellation, astrological sign, CL:張|张[zhang1]",7
11570,腥,腥,xīng,fishy (smell),7
11571,刑法,刑法,xíngfa,criminal law,7
11572,行使,行使,xíngshǐ,"exercise, perform",7
11573,行政,行政,xíngzhèng,administration,7
11574,行走,行走,xíngzǒu,"mooch, tread, go, make, navigate, go on foot, walk",7
11575,形形色色,形形色色,xíngxíng-sèsè,"all kinds of, all sorts of, every (different) kind of",7
11576,形影不離,形影不离,xíngyǐng-bùlí,inseparable (as form and shadow),7
11577,醒來,醒来,xǐnglái,"waken, awaken, rouse, wake up, wake",7
11578,醒悟,醒悟,xǐngwù,"to come to oneself, to come to realize, to come to see the truth, to wake up to reality",7
11579,興高采烈,兴高采烈,xìnggāo-cǎiliè,"happy and excited (idiom), in high spirits, in great delight",7
11580,醒目,醒目,xǐngmù,"eye-grabbing (headline), striking (illustration)",7
11581,興致,兴致,xìngzhì,"mood, spirits, interest",7
11582,幸存,幸存,xìngcún,survivor (of a disaster),7
11583,幸好,幸好,xìnghǎo,"fortunately, luckily",7
11584,幸虧,幸亏,xìngkuī,"fortunately, luckily",7
11585,幸免,幸免,xìngmiǎn,narrowly and luckily escape,7
11586,性價比,性价比,xìngjiàbǐ,quality-price ratio,7
11587,性情,性情,xìngqíng,"constitution, fibre, aptness, acerbity, fiber, affection, temper, disposition, individuality, blood, streak, temperament",7
11588,性命,性命,xìngmìng,life,7
11589,姓氏,姓氏,xìngshì,family name,7
11590,凶殘,凶残,xiōngcán,savage,7
11591,凶惡,凶恶,xiōngè,"variant of 兇惡|凶恶, fierce, ferocious, fiendish, frightening",7
11592,凶猛,凶猛,xiōngměng,"fierce, violent, ferocious",7
11593,洶涌,汹涌,xiōngyǒng,"to surge up violently (of ocean, river, lake etc), turbulent",7
11594,胸膛,胸膛,xiōngtáng,chest,7
11595,凶狠,凶狠,xiōnghěn,"cruel, vicious, fierce and malicious, vengeful",7
11596,胸有成竹,胸有成竹,xiōngyǒuchéngzhú,"to plan in advance (idiom), a card up one's sleeve, forewarned is forearmed",7
11597,雄厚,雄厚,xiónghòu,"robust, strong and solid",7
11598,休克,休克,xiūkè,"shock (loanword), to go into shock",7
11599,休眠,休眠,xiūmián,"to be dormant (biology), inactive (volcano), to hibernate (computing)",7
11600,休想,休想,xiūxiǎng,"don't think (that), don't imagine (that)",7
11601,休養,休养,xiūyǎng,"to recuperate, to recover, to convalesce",7
11602,修補,修补,xiūbǔ,to mend,7
11603,修長,修长,xiūcháng,"slender, lanky, tall and thin",7
11604,修正,修正,xiūzhèng,"revise, amend, correct",7
11605,羞愧,羞愧,xiūkuì,ashamed,7
11606,修訂,修订,xiūdìng,revise,7
11607,秀麗,秀丽,xiùlì,"pretty, beautiful",7
11608,修路,修路,xiūlù,to repair a road,7
11609,秀美,秀美,xiùměi,"elegant, graceful",7
11610,袖手旁觀,袖手旁观,xiùshǒu-pángguān,"to watch with folded arms (idiom), to look on without lifting a finger",7
11611,鏽,锈,xiù,"to corrode, to rust",7
11612,嗅覺,嗅觉,xiùjué,sense of smell,7
11613,繡,绣,xiù,"to embroider, embroidery",7
11614,須,须,xū,"must, have to",7
11615,虛,虚,xū,"emptiness, void, abstract theory or guiding principles, empty or unoccupied, diffident or timid, false, humble or modest, (of health) weak, virtual, in vain",7
11616,虛構,虚构,xūgòu,"to make up, fabrication, fictional, imaginary",7
11617,虛幻,虚幻,xūhuàn,"imaginary, illusory",7
11618,虛擬,虚拟,xūnǐ,"conjecture, fictitious, pseudo, suppositional, fantasy",7
11619,虛假,虚假,xūjiǎ,"false, phony, pretense",7
11620,虛弱,虚弱,xūruò,"weak, in poor health",7
11621,虛偽,虚伪,xūwěi,"false, hypocritical, artificial, sham",7
11622,徐徐,徐徐,xúxú,"slowly, gently",7
11623,許,许,xǔ,det.: or so,7
11624,需,需,xū,need,7
11625,許可證,许可证,xǔkězhèng,"license, authorization, permit",7
11626,旭日,旭日,xùrì,the rising sun,7
11627,序,序,xù,"order, sequence, preface",7
11628,序幕,序幕,xùmù,prologue,7
11629,敘述,叙述,xùshù,"narrate, recount, relate",7
11630,酗酒,酗酒,xùjiǔ,"heavy drinking, to get drunk, to drink to excess",7
11631,宣稱,宣称,xuānchēng,"predicate, enounce, vouch, avow, make_out, lay_down, uphold, assert, declaration, make out, swan, pronounce, aver, swear, assertion, proclaim, certify, give_out, profession, declare, affirm, put forward, profess",7
11632,續,续,xù,"to continue, to replenish",7
11633,絮叨,絮叨,xùdao,"long-winded, garrulous, to talk endlessly without getting to the point",7
11634,宣讀,宣读,xuāndú,"to read out loud to an audience, a prepared speech (e.g. to a party conference)",7
11635,宣告,宣告,xuāngào,"declare, proclaim",7
11636,宣誓,宣誓,xuān shì,"to swear an oath (of office), to make a vow",7
11637,宣言,宣言,xuānyán,"declaration, manifesto",7
11638,宣泄,宣泄,xuānxiè,"to drain (by leading off water), to unburden oneself, to divulge, to leak a secret",7
11639,宣揚,宣扬,xuānyáng,"to proclaim, to make public or well known",7
11640,喧嘩,喧哗,xuānhuá,"hubbub, clamor, to make a racket",7
11641,喧鬧,喧闹,xuānnào,"to make a noise, noisy",7
11642,玄,玄,xuán,"black, mysterious",7
11643,玄機,玄机,xuánjī,"profound theory (in Daoism and Buddhism), mysterious principles",7
11644,懸掛,悬挂,xuánguà,"to suspend, to hang, (vehicle) suspension",7
11645,懸念,悬念,xuánniàn,"suspense in a movie, play etc, concern for sb's welfare",7
11646,懸殊,悬殊,xuánshū,"widely different, large disparity",7
11647,懸崖,悬崖,xuányá,"precipice, overhanging cliff",7
11648,旋律,旋律,xuánlǜ,"air, chant, canto, melodic line, rhythm, strain, melodic phrase, melodic, melody, line, aria, movement, cantus, tonal pattern, tune, descant, note",7
11649,選民,选民,xuǎnmín,"elector, voter, constituent, constituency, vote, electorate",7
11650,選項,选项,xuǎnxiàng,"to make a choice (between several alternatives), a choice, an option, an alternative",7
11651,旋渦,旋涡,xuánwō,"spiral, whirlpool, eddy, vortex",7
11652,選用,选用,xuǎnyòng,select and use/apply,7
11653,炫耀,炫耀,xuànyào,"show_off, prank, flourish, boast, show off, strut, sport, splurge, swank, flaunt, make a display of, feature, brandish, flash",7
11654,削弱,削弱,xuēruò,"to weaken, to impair, to cripple",7
11655,靴子,靴子,xuēzi,boots,7
11656,穴位,穴位,xuéwèi,acupuncture point,7
11657,學歷,学历,xuélì,"education, record of formal schooling, antecedents",7
11658,學士,学士,xuéshì,"bachelor's degree, person holding a university degree",7
11659,學說,学说,xuéshuō,"theory, system, philosophy, school of thought, ism, doctrine, doctrinal, hypothesis",7
11660,學堂,学堂,xuétáng,"college, school (old)",7
11661,學藝,学艺,xuéyì,to learn a skill or art,7
11662,學業,学业,xuéyè,"one's studies, schoolwork",7
11663,學子,学子,xuézǐ,"student, disciple",7
11664,雪山,雪山,xuěshān,Snow mountain,7
11665,雪上加霜,雪上加霜,xuěshàng-jiāshuāng,"to add hail to snow (idiom), one disaster on top of another, to make things worse in a bad situation",7
11666,血脈,血脉,xuèmài,blood vessels,7
11667,血栓,血栓,xuèshuān,"blood clot, thrombosis",7
11668,血壓,血压,xuèyā,blood pressure,7
11669,血緣,血缘,xuèyuán,bloodline,7
11670,勛章,勋章,xūnzhāng,"medal, decoration",7
11671,薰陶,熏陶,xūntáo,"to seep in, to influence, to nurture, influence, training",7
11672,熏,熏,xūn,"fragrance, warm, to educate, variant of 熏[xun1], to smoke, to fumigate",7
11673,尋,寻,xún,"try to find, look for, seek, search",7
11674,尋覓,寻觅,xúnmì,to look for,7
11675,尋常,寻常,xúncháng,"usual, common, ordinary",7
11676,巡邏,巡逻,xúnluó,patrol,7
11677,循序漸進,循序渐进,xúnxù-jiànjìn,"in sequence, step by step (idiom), to make steady progress incrementally",7
11678,馴,驯,xùn,"to attain gradually, to tame, Taiwan pr. [xun2]",7
11679,遜色,逊色,xùnsè,"inferior (often in the combination 毫無遜色|毫无逊色, not in the least inferior)",7
11680,丫頭,丫头,yātou,"girl, servant girl, (used deprecatingly, but sometimes also as a term of endearment)",7
11681,訓,训,xùn,"to teach, to train, to admonish, instruction (from superiors), teachings, rule",7
11682,壓倒,压倒,yā dǎo,"to overwhelm, to overpower, overwhelming",7
11683,壓抑,压抑,yāyì,"constrain, inhibit",7
11684,壓縮,压缩,yāsuō,"reduce, pack together, compact, encapsulate, cut down, compressed, constrict, reduction, shrink, condensation, compress, condense, strangulate, compression",7
11685,壓制,压制,yāzhì,"suppress, stifle, inhibit, press",7
11686,押,押,yā,"to mortgage, to pawn, to detain in custody, to escort and protect, (literary) to sign",7
11687,鴉雀無聲,鸦雀无声,yāquè-wúshēng,"lit. crow and peacock make no sound, absolute silence (idiom), not a single voice can be heard, absolute silence",7
11688,牙齒,牙齿,yáchǐ,"ivory, grinder, snapper, chopper, masticator, dental, teeth, pearly, peg, dens, tooth",7
11689,牙膏,牙膏,yágāo,"toothpaste, CL:管[guan3]",7
11690,啞,哑,yǎ,"(onom.) sound of cawing, sound of infant learning to talk, variant of 呀[ya1], dumb, mute, hoarse, husky, unexploded (of artillery shell etc)",7
11691,咽喉,咽喉,yānhóu,throat,7
11692,芽,芽,yá,"bud, sprout",7
11693,煙囪,烟囱,yāncōng,chimney,7
11694,煙火,烟火,yānhuo,"smoke and fire, fireworks",7
11695,淹,淹,yān,"to flood, to submerge, to drown, to irritate the skin (of liquids), to delay",7
11696,延,延,yán,"surname Yan, to prolong, to extend, to delay",7
11697,延緩,延缓,yánhuǎn,"to defer, to postpone, to put off, to retard, to slow sth down",7
11698,延誤,延误,yánwù,"to delay, to be held up, to miss (an opportunity), delay, holdup",7
11699,嚴謹,严谨,yánjǐn,"rigorous, strict, compact, well-knit",7
11700,嚴禁,严禁,yánjìn,to strictly prohibit,7
11701,嚴峻,严峻,yánjùn,"grim, severe, rigorous",7
11702,言辭,言辞,yáncí,"words, expression, what one says",7
11703,嚴密,严密,yánmì,"strict, tight (organization, surveillance etc)",7
11704,言論,言论,yánlùn,"lecture, open discussion, talking to, speech",7
11705,言行,言行,yánxíng,words and deeds,7
11706,岩石,岩石,yánshí,"muck, chimney, rock, petrous, stone",7
11707,炎癥,炎症,yánzhèng,inflammation,7
11708,炎熱,炎热,yánrè,scorching/blazing hot,7
11709,沿途,沿途,yántú,"on the way, throughout a journey",7
11710,沿線,沿线,yánxiàn,"along the line (e.g. railway), the region near the line",7
11711,沿岸,沿岸,yánàn,"coast, banks, seacoast, bank",7
11712,閻王,阎王,Yánwang,"same as 閻羅王|阎罗王, Yama, King of Hell, translation of Sanskrit: Yama Raja",7
11713,研討,研讨,yántǎo,"deliberate, discuss",7
11714,衍生,衍生,yǎnshēng,"derive, form",7
11715,掩蓋,掩盖,yǎngài,"to conceal, to hide behind, to cover up",7
11716,掩護,掩护,yǎnhù,"to screen, to shield, to cover, protection, cover, CL:面[mian4]",7
11717,掩飾,掩饰,yǎnshì,"cover up, gloss over",7
11718,眼紅,眼红,yǎnhóng,"to covet, envious, jealous, green with envy, infuriated, furious",7
11719,眼色,眼色,yǎnsè,"signal made with one's eyes, meaningful glance",7
11720,眼界,眼界,yǎnjiè,"ken, scope",7
11721,眼神,眼神,yǎnshén,"eye, expression in one's eyes, sight, eyesight",7
11722,眼下,眼下,yǎnxià,"now, at present, subocular (medicine)",7
11723,演變,演变,yǎnbiàn,transmute,7
11724,演播室,演播室,yǎnbōshì,broadcasting studio,7
11725,演練,演练,yǎnliàn,"drill, practice",7
11726,演技,演技,yǎnjì,"acting, performing skills",7
11727,演示,演示,yǎnshì,"to demonstrate, to show, presentation, demonstration",7
11728,演說,演说,yǎnshuō,"speech, address",7
11729,演習,演习,yǎnxí,"maneuver, exercise, practice, to maneuver",7
11730,演戲,演戏,yǎn xì,"pretence, roleplay, playact, act, act in a play, playacting, put on a play, put on or act in a play, pretend, play act, play",7
11731,演藝圈,演艺圈,yǎnyìquān,show business,7
11732,演繹,演绎,yǎnyì,"(of a story etc) to unfold, to play out, to develop (a technique etc), to enact, (logic) to deduce, to infer",7
11733,厭煩,厌烦,yànfán,"bored, fed up with sth, sick of sth",7
11734,厭倦,厌倦,yànjuàn,"to be weary of, to be fed up with, tedious",7
